sentence_id_2,sentence_id_1,sentence_text_2,argument_id_2,sentence_text_1,argument_id_1,score
S0020606001p,B1069005p,Mr. Reading's recent license from King Charles II to express his views highlights the troubling attempts to undermine the integrity of parliamentary testimony regarding the corruption of Lords,S0020606,The interpretation of laws relies on the sovereign's intentions,B1069,0.8313046095214535
S0080560006p,B0696003p,The opportunity to secure a constitutional monarchy with protections for the rights of subjects may be lost,S0080560,Public associations are formed by the collective of private associations,B0696,0.919242703699015
S0018228003sc,B0892002sc,The Committee must continue drafting Reasons for the Conference to address urgent national concerns about the growth of Popery,S0018228,Arbitrary government is defined by the absence of personal rights,B0892,0.9077133949112297
S0051863005p,B0463005p,Colonel White's insistence on exercising his privilege as a member of Parliament to speak demonstrates the necessity of allowing diverse opinions to contribute to the debate,S0051863,This mutual agreement creates a bond that is less likely to result in ingratitude,B0463,0.9228158221601257
B1205005p,B0240001p,"When individuals act without proper authority, they not only overstep their bounds but also risk chaos and disorder",B1205,Kings do not have an absolute right to deny assent to bills presented by Parliament,B0240,0.4099531488916063
S0022997008p,B0773004p,This approach serves to protect the foundations of the newly established constitutional monarchy,S0022997,"When a king acts as a tyrant, he violates the very principles that justify his rule",B0773,0.9036765658593104
B0641007p,B0004004p,The king's admission highlights the lack of true voluntary consent,B0641,True kingship is defined by the ability to govern with supreme power,B0004,0.9109618235011723
S0016427008p,B0461001p,This approach fosters a sense of order and respect within the political landscape,S0016427,The senators do have the authority to propose laws and decrees to the people,B0461,0.7890862093875357
B0312002p,B0263008p,The concept of a free monarchy fundamentally contradicts the principles of legislative power and the role of the monarchy,B0312,Titles have been manipulated to justify arbitrary rule,B0263,0.17811040178256735
S0053566001sc,B0512003sc,The return to previous governance should be upheld,S0053566,The executive must fulfill fiduciary duty,B0512,0.7870268901351894
S0020682003p,B0638002p,"Parliament must consider the religious affiliations of the Commanders, which may influence their loyalty and effectiveness",S0020682,"A legitimate prince cannot be justly killed by private authority, even if he governs tyrannically",B0638,0.9236040675934751
S0017293003p,B0431005p,"Critical Bills, such as the Tax Act, are pending",S0017293,"Furthermore, the act of dispensing justice personally allows the prince to embody the virtues of fairness and integrity, which are essential for the stability and prosperity of the commonwealth",B0431,0.9214000115647051
S0052863001p,B0397004p,The implementation of a pound rate alongside a proportional rate for every £20 in goods is essential for ensuring equitable taxation and supporting local economies,S0052863,This act of homage implies obligations and duties that contradict the notion of absolute sovereignty,B0397,0.9201225941015716
B1176003p,B0947004p,Bishops and priests are not subject to one another in terms of sacerdotal power,B1176,The agreement of the two kings signifies a level of respect and acknowledgment of the Franks' judgment,B0947,0.49530719643492016
S0018246008p,B0307004p,The speaker urges those who proposed the Treaty to seek clarity from King Charles II,S0018246,"Arbitrary power, when unchecked, leads to the rise of corrupt individuals who manipulate the system for their benefit",B0307,0.9234098825600479
S0004946007p,B0974005p,"The knights, citizens, and burgesses assembled in Parliament demand that Sir Adam Blair answer for his offenses",S0004946,"The primary reason for this action was the discontent caused by the actions of Lewis's wife, Judith",B0974,0.7705264785021761
S0017287003p,B1068003p,The situation of the Duke of Norfolk is detrimental to his well-being,S0017287,"Judges are tasked with interpreting and applying existing laws, not creating new ones",B1068,0.6714974591646833
S0023457001sc,B0937002sc,Balancing individual rights with responsible governance is essential for national stability,S0023457,The constitution of the Francogallian government integrates noble governance,B0937,0.8576729624925606
S0020238002p,B0097004p,The King’s gracious response to the House indicates a recognition of this right,S0020238,"Without a governing body to mediate conflicts, individuals would face solitude, barbarity, and danger",B0097,0.6792129564392244
S0019912006p,B0492002p,The plight of the Quakers must also be addressed,S0019912,Men possess the inherent right to consent to any political power that governs them,B0492,0.5625409231205708
B0747001p,B0570001p,A tyrant can justly be deposed by the people,B0747,The king's consent is necessary for laws to be enacted in Parliament,B0570,0.8927452883114267
S0017143009p,B0994005p,The nation is already grappling with external threats and internal dissent,S0017143,"The existence of elected rulers, such as Aesymnetes or Dictators in ancient Hellas, illustrates that even those chosen by the people can become tyrannical",B0994,0.7096992224657034
S0016422006p,B1085006p,The Parliament should proceed with reading the other Bill to allow for further discussion,S0016422,"Without proper safeguards to ensure the fidelity of such influential figures, the Commonwealth risks being destabilized",B1085,0.9220385866309744
S0023897004p,B0420002p,"The presence of incapacities resulting from these illegal actions serves as a mark of disgrace upon many families, highlighting the need for a government that upholds the rule of law and protects the rights of its citizens",S0023897,The sovereign's authority is exercised within the framework of laws that he has established,B0420,0.9163020552069666
B0968003p,B0594005p,"The assembly of the Three Estates was recognized as the only proper remedy for the political turmoil of the time, as it provided a platform for the voices of the people to be heard and for their demands for public welfare to be articulated",B0968,The subjection of individuals to a political authority is not inherently contrary to human liberty,B0594,0.9198444840148262
S0021073001sc,B0309002sc,The dissolution of Parliament by King Charles II,S0021073,true and lasting security under God,B0309,0.9124381970215227
S0021164004p,B0402007p,"If this Pardon is accepted as valid, it undermines the very fabric of justice and governance",S0021164,Customary laws do not possess the same legal standing as statutory laws enacted by the sovereign,B0402,0.844306310518371
S0052060003p,B0022001p,"Despite the ongoing animosity towards Oliver Cromwell, it is crucial for the members of Parliament to pause their proceedings and consider the implications of their decisions",S0052060,It is indeed possible for men to unite and establish a government in a state of nature,B0022,0.9235522995504425
S0023475005p,B0916001p,This practice is particularly crucial in the current political climate following the Glorious Revolution,S0023475,Dumnorix the Æduan was indeed a proponent of the idea of a free commonwealth,B0916,0.9117103956817143
S0002978002p,B0823004p,The defeat of the Prince of Orange underscores the necessity of forming alliances to ensure the stability and security of the realm,S0002978,"The people, being subjects under the king's protection, cannot assume the role of judge, witness, and party in their own case without violating principles of law and justice",B0823,0.9109618235011723
S0020735003p,B0745002p,"With Lord Danby no longer influencing proceedings, it is imperative to move forward decisively",S0020735,The king's council plays a crucial role in the legislative process,B0745,0.9062898112945925
S0022710003p,B0697010p,It is imperative for the members of the Convention Parliament to articulate their positions and justifications to ensure transparency and accountability in governance,S0022710,The election and appointment of ministers are rooted in a formalized process that emphasizes collaboration and accountability among the various orders of the province,B0697,0.7734872273679183
S0051812003p,B1126008p,This approach emphasizes the importance of legal frameworks in safeguarding individual liberties and preventing arbitrary governance,S0051812,Citizens may challenge or seek to reform their government,B1126,0.5142929092368992
S0003279004p,B0775005p,"By referring the matter to the Committee of Privileges, the House can ensure that all allegations are thoroughly examined",S0003279,The authority of a king is not absolute and is subject to the will of the people,B0775,0.5261369111763288
S0024123001p,B0818001p,The inquiry into the mismanagement at sea must be broadened to address the overarching issue of inadequate protection of maritime interests,S0024123,A corrupted Democracy can justifiably be changed into a Monarchy when the ruling powers within the Democracy have failed to uphold justice and have instead engaged in corrupt practices,B0818,0.7328347481079069
S0017636001sc,B0587001sc,The government should not receive financial support for military action,S0017636,Judging a king by his subjects violates the principles of justice,B0587,0.9109121894270544
S0024449003p,B0355004p,"If the Duke of York is to receive such a grant, it undermines the support for laws and liberties that the Parliament is meant to uphold",S0024449,The assembly of estates ensures that the king is held accountable for his actions and decisions,B0355,0.8419112926465274
B0672009p,B0181009p,"By maintaining his word, a prince secures his own integrity",B0672,Samuel's warning served as a profound warning against the consequences of their desires,B0181,0.9180684093179411
S0024415008p,B0542003p,The ongoing rebellion in Ireland could have been mitigated with better counsel,S0024415,"When the legislative body is altered or dissolved, the unity and authority of the government are compromised",B0542,0.8774140704537258
B0580007p,B0465004p,The king has the ability to reject proposals and dissolve the assembly,B0580,The recognition of power coming from the people encourages rulers to act as loving and dedicated leaders rather than with pride or entitlement,B0465,0.9207056855097536
S0016419003sc,B0943001sc,The Parliament seeks to ensure governance transparency,S0016419,The Great Men of France asserted their authority by expecting consultation from Charles the Bald before he conferred honors,B0943,0.9228268286062812
S0024287005p,B0547006p,Parliament can demonstrate its commitment to the establishment of a constitutional monarchy that prioritizes the interests of the nation over personal loyalties,S0024287,The king's role is to ensure that the community functions harmoniously,B0547,0.8516452439972378
S0018668001sc,B1115003sc,Parliament must commit to robust discussion,S0018668,The commonwealth prevents chaos,B1115,0.9209227975119098
B0878001p,B0460002p,The concept of monarchy aligns with the will of God as presented in Scripture,B0878,"The ballot system achieves equal representation through a structured electoral process that divides the populace into various groups, such as citizens and servants, youth and elders, and those with differing levels of property ownership",B0460,0.7528979473996468
S0023076002sc,B0461002sc,A careful approach to financial decisions is essential for relations with Holland,S0023076,Senators actively propose decrees that reflect the people's will,B0461,0.9237198776240988
S0024410002p,B0912007p,The ongoing debates surrounding the Penal Laws and the Toleration Act highlight the necessity of inclusivity in governance,S0024410,Any act of division would not only violate the Emperor's responsibilities but also conflict with the foundational principles of human Right that govern the Empire,B0912,0.7470861770842885
S0016956004p,B0803003p,"It is only right that the Duke of York be allowed to defend his family's honor, especially given that he was unable to attend due to his mother's illness",S0016956,"When a king's actions lead to total destruction, he effectively undermines the very purpose of governance, which is to ensure the safety and well-being of the people",B0803,0.5752791120031214
B0773002p,B0742003p,The essence of governance is rooted in the protection of the people's safety and liberty,B0773,"A king is subject only to God and not to any earthly law, as articulated by historical legal figures",B0742,0.8923275989159206
B0759004p,B0546001p,This act of rebellion was a rejection of tyranny and a reclaiming of autonomy,B0759,The power of the legislative does revert to the people if the government is dissolved,B0546,0.29072062304074764
S0020962004p,B0907001p,"The Lords refuse to form a Committee to resolve disputes regarding trials, despite a precedent set in the case of Lord Strafford",S0020962,The union of human reason and divine authority will lead to universal approval of the Roman Empire's legitimacy,B0907,0.9222696243987828
S0022938006p,B0301003p,Such practices not only burden the crown but also reflect a broader issue of accountability and fairness in governance,S0022938,The power conferred upon these representatives is a reflection of the greater power held by the electorate,B0301,0.8174766720098888
S0016666002p,B0138007p,The proposed Bill allows individuals to resist lawful officers under potentially dubious circumstances,S0016666,"Historical examples, such as the Israelites choosing their kings, illustrate that the right to govern is rooted in the collective will of the people",B0138,0.9147264656350687
S0052103004p,B0370008p,The proposed Humble Petition and Advice aims to establish a more stable government structure under Cromwell's rule,S0052103,A ruler could act on personal vendettas or uncontrolled emotions,B0370,0.9097091749792225
S0052042006p,B0409004p,Affirming these titles strengthens the legitimacy of the Protectorate's governance,S0052042,"The distinction between different types of monarchy—such as royal, despotic, and tyrannical—highlights that a monarchy's governance can vary significantly",B0409,0.9217923602676495
S0018135007p,B0723010p,It is imperative that England's leadership remains steadfast in its commitment to Protestant values to ensure the safety and security of its people,S0018135,This collective decision-making process underscores the assembly's role in addressing the needs and concerns of the entire realm,B0723,0.923674092938717
S0020250001sc,B0113001sc,Parliament should retain the authority to choose the Speaker,S0020250,Human constitutions cannot justly change the fundamental principles of dominion set by the Law of Nature,B0113,0.9239670623678727
S0019303007p,B0243004p,The speaker underscores the importance of acknowledging the King's intentions,S0019303,"This contrasts sharply with England, where excessive power was concentrated in the hands of the king",B0243,0.9209995639983085
S0020061006p,B0517001p,The potential for overreach and the erosion of traditional structures must be carefully considered to ensure that the integrity of our political system is preserved,S0020061,The executive power can act without the prescription of the law for the public good,B0517,0.8374751449540179
S0019282005p,B0376001p,The omission of Papists or the Plot in the prayers undermines the gravity of the situation,S0019282,The king is not the absolute proprietor of the public revenue,B0376,0.9221778675912755
S0051740006p,B0438002p,Ensuring that the progress made towards a stable government is not jeopardized by divisive discussions is crucial,S0051740,"When rewards and punishments are wisely and fairly allocated, the commonwealth thrives",B0438,0.6908301030038849
S0018666007p,B0923006p,It is crucial that Parliament ensures that all voices can be heard,S0018666,"The balance of power in Gaul aligns with the philosophical views of Plato and Aristotle, who argued that a government should be restrained to prevent tyranny",B0923,0.9172887540004301
S0024016002sc,B0276001sc,Reliance on religious counsel in politics undermines the rule of law,S0024016,The nation's division stems from the failure to uphold constitutional principles,B0276,0.5261369111763288
B0746002p,B0613006p,The King of Great Britain is described as a tyrant rather than a just ruler,B0746,The emperor's role was one of support rather than jurisdiction,B0613,0.8948357685378259
S0051706006p,B1037002p,"Adhering to established protocols ensures that the voices of the people, represented by their elected officials, are genuinely heard and respected",S0051706,The distinction made between sovereignty by acquisition and sovereignty by institution indicates that sovereignty by acquisition arises from the fear of death or bondage imposed by fellow men,B1037,0.9159458699415801
S0023475005p,B0928005p,This practice is particularly crucial in the current political climate following the Glorious Revolution,S0023475,The decision regarding the succession was ultimately in the hands of the people,B0928,0.7151800875990044
S0017149008p,B0981006p,It is imperative that Parliament's authority is recognized and respected,S0017149,The monarchy appropriated the term 'Parliament' to create a controlled body that could legitimize royal edicts and maintain order,B0981,0.5856072627464919
S0023054001sc,B0384001sc,The Revenue should deny the Crown authority over previously settled determinations from King James II,S0023054,A prince must intervene against tyranny,B0384,0.9235254648595892
S0053354003p,B0606007p,The speaker questions whether the message sent to the House of Lords would differ if they were treated as a legitimate governing body,S0053354,True governance should align with the values of faith and justice,B0606,0.9183823972014364
S0019300002p,B0667003p,"By addressing the King to support this Bill, the government can eliminate dissenting voices that threaten the stability of the monarchy and the Protestant faith",S0019300,"When citizens see that their efforts and talents can lead to recognition and advancement, it fosters a spirit of emulation and motivates them to contribute positively to the community",B0667,0.8912880200197157
S0001002002p,B0616008p,"The Parliamentarians assert that Henrietta Maria has levied war against them, which not only undermines the authority of Parliament but also threatens the stability of the entire nation",S0001002,"When a king acts outside of his legitimate authority, the obligation to obey him ceases",B0616,0.8103558251827172
S0024481003p,B1073006p,Delaying the decision serves no purpose and only prolongs uncertainty,S0024481,The authority of the Commonwealth is essential for maintaining order and justice,B1073,0.5695036236907177
B0308004p,B0196003p,This diversity makes it challenging for any one person to manipulate the entire group for personal gain,B0308,The obligation to pay tribute arose from a situation where the Jewish people were subjected to a violent and oppressive rule,B0196,0.9177076909722992
S0018087001p,B0450011p,The current political climate reveals a troubling alignment with French interests that undermines national security and sovereignty,S0018087,Secular authority should govern the physical realm without infringing upon spiritual governance,B0450,0.8722960110626065
S0010839002p,B0102002p,The potential for similar accusations against the Duke of Ormond raises questions about the fairness of the legal system during the Restoration period,S0010839,The liberty allows individuals to escape the solitude and dangers of living alone,B0102,0.815661522848875
S0023984001p,B0801004p,The existence of the Commission ordered and executed by the Privy Council undermines the integrity of public service in England,S0023984,The relationship between the king and the people is one of communication of power,B0801,0.9239608974113964
S0017172002sc,B1060001sc,The current Bill endangers the monarchy,S0017172,Sovereign discretion in land allocation is essential for the governance of the Commonwealth,B1060,0.8847830267591807
B0848005p,B0732001p,"This pattern suggests that without a sovereign authority to guide and govern, popular movements tend to result in disorder and failure",B0848,Private subjects should be allowed to resist a tyrant because tyranny fundamentally undermines the social contract and the common good,B0732,0.9191532936848901
S0021112004p,B0540002p,"King Charles II may express confidence in securing funds, but this confidence is contingent upon addressing the pressing issues that plague the nation",S0021112,Genuine concern for the public welfare aligns with the principles of just governance,B0540,0.49649400387056153
S0023896006p,B1106005p,It is crucial to prioritize the rights of citizens and avoid actions that could exacerbate divisions,S0023896,"The historical context shows that when individuals claimed private revelations contrary to the sovereign's laws, it was deemed lawful for the sovereign to punish such dissent",B1106,0.918406794843397
S0023114002sc,B0547002sc,Fair trials ensure the safety of Lords,S0023114,A king is essential for promoting the common good in society,B0547,0.7387361768216074
S0018093002p,B0165002p,This support is crucial not only for the defense of the realm but also to reinforce the authority of Parliament in the face of external threats,S0018093,"A king's authority is derived from the people, who originally hold all power",B0165,0.6170772196305994
B1079007p,B0649004p,"Rewards, whether through contracts or gifts, incentivize individuals to perform their duties and contribute positively to the Commonwealth",B1079,The king's benevolence can turn into oppression when influenced by passions or corrupt courtiers,B0649,0.8466524793307852
S0023837005p,B0306003p,Certain council members opposed the abdication of King James and believed the throne was not vacant,S0023837,"When representatives are chosen, they are entrusted with the responsibility to act in the best interest of their constituents, reflecting the will of the people",B0306,0.9182114480644329
S0020792006p,B0073004p,"By voting against the Duke of York's influence, Parliament can take a stand for the protection of civil liberties and the Protestant faith against the looming threat of Catholic absolutism",S0020792,"No individual, including the prince, possesses plenitude of command over personal or civil acts without the decision of the mortal legislator",B0073,0.8132183420829604
S0023697002sc,B0872001sc,Reassess the implications of the recent shift towards general Indemnity for governance,S0023697,God grants secular power,B0872,0.9234357168137568
B0640008p,B0083003p,The oath coerces individuals into acknowledging a false authority contrary to their faith,B0640,"The desire for liberty is a fundamental aspect of human nature, recognized universally across cultures and religions",B0083,0.5532083845367097
S0053258003sc,B0367001sc,The governing body must ensure representation,S0053258,Kings share a commitment to justice,B0367,0.6639552347187478
S0022961003sc,B0433001sc,A Judge must prioritize the rule of law and individual rights over the influence of the House of Commons,S0022961,Separation of powers promotes justice,B0433,0.5637036765037581
S0052065001sc,B0014002sc,The Committee should pause proceedings for a month,S0052065,Bishops do not have the rightful authority to exercise coercive jurisdiction over communities,B0014,0.8534042727291092
S0017146002p,B1028007p,"The account of Withers is described as abominable, highlighting the severity of the situation and the inexperience of Parliament at that time",S0017146,The representative must hold the sovereign power entirely,B1028,0.8904944732220933
S0017218003p,B1006005p,It is essential for Parliament to convene as a Committee of the Whole House to thoroughly examine this matter,S0017218,"This cooperation was not merely a matter of subservience; rather, it was a strategic alliance that allowed the Church to maintain its influence while ensuring the safety of its temporal goods",B1006,0.9238594724077258
B0934001p,B0799001p,The determination of succession should indeed be left to the Publick General Council of the Nation according to ancient institutions,B0934,It is not lawful for subjects to oppose a prince in any case,B0799,0.7977655967326813
S0018311003sc,B0334001sc,to identify the nation's true threats,S0018311,Great lords undermine the king's authority,B0334,0.8457198330291023
S0022908001p,B0783011p,Parliament intended the revenue not for King William but rather as a response to the political circumstances surrounding King James II's abdication,S0022908,The governance of England is characterized by laws made by the people,B0783,0.7660129395458573
S0018677005p,B1159005p,"By disbanding the Army, Parliament can demonstrate its commitment to civil liberties and rational governance",S0018677,Even the most virtuous leaders can be swayed by personal inclinations or ignorance,B1159,0.9204142838605596
S0019351010p,B0627002p,Aligning the commands of the monarchy with the will of the people reinforces the principles of justice and due process,S0019351,"The Queen holds supreme authority over all dominions and regions, encompassing both ecclesiastical and secular affairs",B0627,0.913139831852233
S0023177002sc,B0158001sc,The House must prioritize legislative duties over personal vendettas,S0023177,Active populace engagement in governance is essential for state strength,B0158,0.850306333639225
S0017077001p,B0861007p,"The officers of the Customs and Colonel Stroude, a high-ranking Governor, must be held accountable for their ignorance of the King's Proclamation regarding the deployment of men to France",S0017077,The king is ordained by divine authority,B0861,0.9239409443445983
S0023665007p,B0343003p,The nation is navigating the aftermath of the Glorious Revolution and seeks to establish a stable and just government,S0023665,"The analogy of shepherds hating wolves illustrates that just as good kings are born to protect their subjects from oppression, their loyal supporters will also stand against tyranny",B0343,0.8821869576769424
B0607001p,B0390005p,Christian liberty does not imply exemption from lawful human laws and authority,B0607,"This delegation is revocable, meaning that once the term expires, the individual loses their authority and reverts to being a subject",B0390,0.8145485214808396
S0019438006p,B0505006p,No decisive steps have been taken since that vote,S0019438,The essence of law-making is rooted in the consent of the governed,B0505,0.4988677621211312
S0052443004p,B1019008p,"The local populace in Burton, who have experienced the turmoil of war and are reliant on a stable economy, would benefit from strong leadership that is not hindered by excessive limitations",S0052443,The right to depose a sovereign is not inherent to the subjects but contingent upon the sovereign's permission,B1019,0.8827335109515575
S0018677007p,B0409001p,This action would alleviate the public's fears of military overreach,S0018677,"A monarchy can indeed be governed democratically, as the form of government can be distinct from the form of the state",B0409,0.9186372238489502
S0018578002p,B0618004p,"Without a clear response from King Charles II to the recent Address, it is unreasonable to disband or maintain the troops",S0018578,"Tertullian's acknowledgment indicates that while civil authority is significant, it is ultimately subordinate to divine authority",B0618,0.8912880200197157
B0977001sc,B0116001sc,The governance of a kingdom by a woman is negatively perceived,B0977,Ruler power relies on the consent of the governed,B0116,0.35071202404165264
B0855007p,B0288004p,The subjects' welfare cannot be prioritized at the expense of the king's authority and power,B0855,Societies have historically recognized the need to correct extreme corruption in government,B0288,0.9196402232881529
S0070120002sc,B0604001sc,The Lords' decision to amend the provisions for the Queen's Portugal servants demonstrates a balanced approach to the rights of the Queen and her household,S0070120,The community can change the conditions of temporal rule as needed,B0604,0.7169882778974568
S0023391007p,B0557001p,Maintaining order and promoting a harmonious relationship with citizens is essential for the success of the constitutional monarchy that is being established,S0023391,Taxes and tributes should indeed be paid to kings regardless of their justice,B0557,0.9235254648595892
S0020671003p,B0092001p,"In the context of the political turmoil surrounding the Exclusion Crisis and the fabricated Popish Plot, any actions that encourage dishonesty among witnesses jeopardize the truth",S0020671,"It is acceptable for the multitude to have the power to change their government, as this aligns with the fundamental principle that governments are instituted for the good of the governed",B0092,0.6975378617089092
S0018996006p,B0016004p,"The extravagant expenses associated with the royal court, such as those incurred at Whitehall, highlight the need for fiscal restraint",S0018996,Laws ensure that no one is above the law,B0016,0.747902706660644
S0022650001sc,B0854002sc,Parliament must appreciate the Doctor's sermon against Popery,S0022650,A king's right to rule by conquest does not need the people's consent,B0854,0.9130042746935167
B0468003p,B0320007p,"Both authorities derive their power from a divine source, with the Emperor ruling over the temporal realm and the Pope governing the spiritual realm",B0468,"The common people were reduced to subsisting on minimal food, often lacking basic necessities",B0320,0.8597394872753262
S0020797003p,B0013004p,"The looming possibility of a Popish successor, specifically James, Duke of York, raises grave concerns about the security of Protestants",S0020797,"Without such consent, individuals would be subject to the unpredictable and potentially oppressive will of others, undermining their natural liberty",B0013,0.7734872273679183
S0020914008p,B0232002p,It is imperative for Parliament to act decisively in safeguarding its authority and the nation's values,S0020914,The legitimacy of laws is rooted in their ability to serve the public good rather than their historical origin,B0232,0.6557008375563985
S0023090002sc,B0252001sc,England must uphold the authority of the Crown,S0023090,A king's title is legitimate when supported by the consent of the people,B0252,0.8214839243840146
S0018209002p,B0525009p,The pressing issue of Popery is as critical to national security as the Army itself,S0018209,The imposition of a government without the consent of the people is tantamount to oppression,B0525,0.8848916600086744
S0017434001p,B0847007p,The urgency of addressing the matter of money and its implications for national reputation necessitates a thorough consideration of the potential consequences of both peace and war,S0017434,This notion overlooks the inherent risks of factionalism and individual ambition that can disrupt societal harmony,B0847,0.6420218968916334
S0000931003sc,B0529002sc,Citizens must secure a better future,S0000931,The consent of the people is necessary for the validity of a ruler's claim to power,B0529,0.30740098057902643
S0023348001sc,B0635001sc,The proposed Bill should be rejected,S0023348,The oath requires subjects to reject the Pontiff's spiritual authority,B0635,0.49056084572486397
S0023854007p,B0158001p,This establishment reinforces the principles of a constitutional monarchy,S0023854,The strength of a state is dependent on the involvement of its own people in governance,B0158,0.40315254802195144
S0023533007p,B1018002p,This jeopardizes the stability and order essential for governance in this new political landscape,S0023533,This process involves individuals collectively agreeing to confer their power and strength upon a single person or assembly,B1018,0.8593297513232496
B0326006p,B0225005p,Subjects prefer to align themselves with wealthier lords who can pay their wages and expenses,B0326,This structure ensures that the law remains a safeguard against the potential vices and infirmities of any ruler,B0225,0.918015206020996
S0020887008p,B0779006p,This strategic move demonstrates a proactive approach in addressing the fears and grievances of the populace during this tumultuous period,S0020887,The King is not above the law,B0779,0.8374751449540179
S0021337001sc,B0978001sc,Lord Danby's absence in the Judicature of the Lords undermines the fairness of the judicial process,S0021337,Nobles rejected Blanch's authority,B0978,0.8625582485339811
S0019725009p,B1050007p,Ensuring a more equitable society is necessary in this volatile atmosphere,S0019725,This framework ensures that no representative can claim absolute power,B1050,0.9125804558589466
S0023104007p,B1132008p,The necessary tests could be executed by Justices of the Peace,S0023104,The king's lineage could be jeopardized by foreign marriages,B1132,0.8660574563887707
S0020976004p,B0071002p,A unified stance from the Commons is necessary to prevent any royal overreach,S0020976,The content clearly states that the election of any principate or office depends solely upon the election of the body that has the authority for it,B0071,0.9105851140655412
B0596002sc,B0175002sc,Lawful political authority is essential for the Jewish people with divine privileges,B0596,Judges are essential for upholding governance integrity,B0175,0.6494274020617561
B1020001p,B0665005p,"The rights of sovereignty are essential and inseparable, as they are fundamentally tied to the very institution of a commonwealth",B1020,"The prince must ensure that those in power are upright and honorable, as their actions will significantly influence the behavior of others",B0665,0.8374751449540179
S0023822005p,B0918006p,"By allowing the Prince of Wales to be called in under this amendment, the Parliament acknowledges the need for unity and stability in a time of upheaval",S0023822,The people exercised their authority regularly and actively in choosing their leaders for both civil and military matters,B0918,0.8764185922265518
S0023574007p,B0528004p,Caution must be exercised in scrutinizing the actions of past Parliaments,S0023574,"If someone assumes power outside the established laws and processes, that person lacks the legitimacy to be obeyed, regardless of the existing governmental structure",B0528,0.759859329099549
B1200003p,B1087002p,"Any misuse or squandering of these funds would be an act of manifest injustice, as it directly impacts the welfare of the people",B1200,The essence of a Commonwealth lies in its ability to provide security and protection to its subjects through a sovereign power,B1087,0.7863357200589205
B1084003p,B0950001p,"When subjects believe they are the ultimate judges of good and evil actions, they may feel justified in disobeying commands from the monarchy",B1084,The authority of the Public Council remained significant during the reign of the Carlovingian family,B0950,0.9093184346628297
S0020964009p,B0957004p,The political climate surrounding the Exclusion Bill poses threats to the House of Commons,S0020964,This action highlights a clear distinction made by the Publick Council between the role of the King and the governance of the Kingdom,B0957,0.7890862093875357
S0023922002sc,B0685001sc,Upholding the right to speak freely in Parliament ensures government accountability,S0023922,Tyrants' reliance on fear undermines their authority,B0685,0.7720116732964684
S0022764005p,B0207004p,This corruption was particularly evident during the Popish Plot,S0022764,The necessity for laws indicates that the king's will is not the sole source of authority,B0207,0.9231391890393177
S0018423007p,B0305008p,The current leadership is failing to address the pressing needs of the people,S0018423,Any authority exercised by rulers is inherently bound by the consent and will of the people,B0305,0.6366770390599628
S0019892001sc,B0701003sc,The King must be urged to stop any Commission under the Great Seal that seeks to try a Peer,S0019892,multiple warnings are given,B0701,0.8996959441178387
S0018283003sc,B0101001sc,The future of Protestant unity,S0018283,Perfect democracy is a valid governance model,B0101,0.7734872273679183
S0019325001sc,B0116003sc,The Chancellor must be accountable for actions in the House of Peers,S0019325,Ruler power does not rely on divine right,B0116,0.9026436514185799
B0972006p,B0162005p,It is justifiable for the people to seek assistance from a lawful assembly when a ruler oppresses them,B0972,"Such actions incite universal hatred among the populace, as the populace recognizes that their suffering is a direct result of the prince's pursuit of personal gain",B0162,0.2877182790333365
S0022873002p,B0811003p,"A Parliament represents the collective will of the Lords Spiritual and Temporal, and the Commons",S0022873,"Christ holds a sovereign position, but this does not translate into a hierarchical structure where the Pope acts as a universal representative over all Christians",B0811,0.8354511082438525
B0928001sc,B0526001sc,The people of Francogallia can elect a stranger,B0928,Usurpation is an invalid form of governance,B0526,0.41451207471713414
S0017164007p,B0058002p,Engaging with the proposed legislation ensures that it is refined and implemented to foster a more inclusive and tolerant society,S0017164,The Roman bishops' pursuit of 'plenitude of power' has led them to overstep their ecclesiastical boundaries,B0058,0.8863442938077307
S0052834007p,B0169001p,"Otherwise, the chance to shape a better future for England will slip away",S0052834,"Force cannot create a right, as rights are inherently derived from the collective consent and inherent equality of individuals",B0169,0.9022363960125002
S0022597003p,B0321002p,The failure of King James II to uphold the principles of governance undermines his legitimacy,S0022597,"The evidence shows that when the French king levied taxes without the assent of the three estates, the commons became impoverished and unable to sustain themselves",B0321,0.7421360796289617
B0766003p,B0349010p,"When rulers fail to govern for the common good, the people have the right to depose them",B0766,The peers possess a significant check on the king's power,B0349,0.882879451632233
B0619008p,B0345009p,This perspective aligns with the view that the Pope does not possess any unique status that would exempt him from civil authority,B0619,This reinforces the idea that rulers must prioritize the welfare of their subjects and remain responsive to their needs,B0345,0.8139562530342264
S0019737006p,B0624006p,Such a declaration would serve as a necessary measure to ensure that any response to the current crisis is grounded in rational discourse,S0019737,The inherent jurisdiction of secular princes cannot be unilaterally revoked by the Pontiff,B0624,0.9083487249251647
S0051767003sc,B0366002sc,This action protects the Commonwealth's interests,S0051767,The king must adhere to the same legal standards,B0366,0.374275585684348
S0023457003p,B0001005p,There is a commendable desire to promote freedom,S0023457,The doctrine of divine right exposes individuals to tyranny and oppression,B0001,0.42368621513853
B0406007p,B0374005p,"In an aristocracy, a minority holds power",B0406,The notion that all belongs to the king implies a tyrannical grasp over the subjects' labor and resources,B0374,0.9046241995677834
